id,time,latitude,longitude,mag,magType,place,type,status,locationSource,state
us6000h4yz,2022-03-16 04:54:08.761000+00:00,-16.1224,-72.1049,4.2,mb,Near the coast of southern Peru,earthquake,reviewed,us,PE-ARE
nn00835407,2022-03-16 04:53:09.285000+00:00,39.4128,-119.9219,0.9,ml,"8 km ENE of Floriston, California",earthquake,reviewed,nn,US-NV
uw61822696,2022-03-16 04:40:39.290000+00:00,46.85233333333333,-119.39233333333334,0.5700000000000001,ml,"16 km W of Othello, Washington",earthquake,reviewed,uw,US-WA
nc73706286,2022-03-16 04:38:34.350000+00:00,38.7761667,-122.7226667,0.5,md,"3km W of Anderson Springs, CA",earthquake,reviewed,nc,US-CA
ak0223g3wjqy,2022-03-16 04:36:32.561000+00:00,63.5079,-147.9861,0.7,ml,"49 km ENE of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
ak0223g3w9o0,2022-03-16 04:35:01.422000+00:00,62.6533,-150.7938,1.4,ml,"17 km N of Petersville, Alaska",earthquake,reviewed,ak,US-AK
nc73706281,2022-03-16 04:31:09.690000+00:00,38.0568333,-118.9681667,2.12,md,"17km NE of Lee Vining, CA",earthquake,reviewed,nc,US-CA
ci39968967,2022-03-16 04:27:38.920000+00:00,33.6705,-116.7481667,0.84,ml,"8km SSW of Idyllwild, CA",earthquake,reviewed,ci,US-CA
uu60485807,2022-03-16 04:27:35.660000+00:00,39.4206667,-110.3041667,1.9,md,"16 km SSE of Sunnyside, Utah",earthquake,reviewed,uu,US-UT
ak0223g3ul0z,2022-03-16 04:27:15.960000+00:00,59.2874,-154.409,1.5,ml,"26 km SE of Kokhanok, Alaska",earthquake,reviewed,ak,US-AK
ci39968959,2022-03-16 04:16:16.900000+00:00,33.4861667,-116.7575,0.93,ml,"11km SW of Anza, CA",earthquake,reviewed,ci,US-CA
nn00835403,2022-03-16 04:12:34.254000+00:00,38.1636,-118.1836,1.4,ml,"26 km SSW of Mina, Nevada",earthquake,reviewed,nn,US-NV
ak0223g3r5yu,2022-03-16 04:11:21.166000+00:00,63.3811,-147.3174,0.7,ml,"81 km E of Cantwell, Alaska",earthquake,reviewed,ak,US-AK
us6000h6fx,2022-03-16 04:06:42.148000+00:00,-7.8224,106.8659,4.5,mb,"93 km SW of Banjar, Indonesia",earthquake,reviewed,us,
us6000h4yr,2022-03-16 04:03:19.702000+00:00,0.4546,-28.2669,4.6,mb,central Mid-Atlantic Ridge,earthquake,reviewed,us,
av91051973,2022-03-16 03:59:23.160000+00:00,53.3865,-168.187666666667,0.11,ml,"67 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
ci39968951,2022-03-16 03:57:49.480000+00:00,35.7728333,-117.5755,1.18,ml,"16km W of Searles Valley, CA",earthquake,reviewed,ci,US-CA
av91051718,2022-03-16 03:53:39.050000+00:00,53.3541666666667,-168.170333333333,1.1,ml,"65 km NE of Nikolski, Alaska",earthquake,reviewed,av,US-AK
nc73706276,2022-03-16 03:49:39.440000+00:00,38.8255,-122.8113333,0.48,md,"7km NW of The Geysers, CA",earthquake,reviewed,nc,US-CA
pr71340383,2022-03-16 03:48:23.570000+00:00,18.122,-66.9451666666667,1.97,md,"5 km NNE of Sabana Grande, Puerto Rico",earthquake,reviewed,pr,US-PR
nc73706271,2022-03-16 03:47:54.850000+00:00,36.5238333,-121.0611667,1.73,md,"7km E of Pinnacles, CA",earthquake,reviewed,nc,US-CA
us6000h4yj,2022-03-16 03:41:25.723000+00:00,35.9093,77.9477,4.1,mb,"151 km NE of Thang, India",earthquake,reviewed,us,CN-XJ
nc71127439,2022-03-16 03:34:01.020000+00:00,38.7548333,-122.715,0.21,md,"3km SW of Anderson Springs, CA",earthquake,reviewed,nc,US-CA
nc73706266,2022-03-16 03:33:41.420000+00:00,38.756,-122.7151667,0.18,md,"3km SW of Anderson Springs, CA",earthquake,reviewed,nc,US-CA
ci39968943,2022-03-16 03:30:12.180000+00:00,36.1045,-117.8768333,1.24,ml,"9km NE of Coso Junction, CA",earthquake,reviewed,ci,US-CA
us7000h2m2,2022-03-16 03:29:11.490000+00:00,53.7147,-164.6488,3.1,ml,"87 km ESE of Akutan, Alaska",earthquake,reviewed,us,
ak0223g38zxp,2022-03-16 03:26:44.413000+00:00,61.4538,-152.0542,1.4,ml,"62 km WNW of Beluga, Alaska",earthquake,reviewed,ak,US-AK
us6000h6g4,2022-03-16 03:25:44.553000+00:00,-57.9577,-25.4941,4.3,mb,South Sandwich Islands region,earthquake,reviewed,us,
nn00835399,2022-03-16 03:21:21.548000+00:00,38.1515,-117.9861,1.9,ml,"28 km SSE of Mina, Nevada",earthquake,reviewed,nn,US-NV
ci39968935,2022-03-16 03:14:44.040000+00:00,34.5031667,-119.2178333,2.19,ml,"6km NNE of Ojai, CA",earthquake,reviewed,ci,US-CA
us7000h2m1,2022-03-16 03:14:12.580000+00:00,51.4082,-176.7209,2.7,ml,"52 km S of Adak, Alaska",earthquake,reviewed,us,
nn00835398,2022-03-16 03:12:10.144000+00:00,38.522,-119.5229,1.0,ml,"4 km W of Walker, California",earthquake,reviewed,nn,US-CA
nn00835452,2022-03-16 03:09:39.185000+00:00,36.8237,-116.2097,0.0,ml,"49 km E of Beatty, Nevada",earthquake,reviewed,nn,US-NV
nc73706256,2022-03-16 03:07:21.360000+00:00,38.8356667,-122.754,-0.04,md,"3km WNW of Cobb, CA",earthquake,reviewed,nc,US-CA
